strain_id	year_isolated	country	region	prn	prn_def	ptxP	ptxA	fim2	fim3	FIM_sero
628	H173	2008	US	Minnesota	2	NA	3	1	NA	2	NA
629	H174	2008	US	Minnesota	2	NA	3	1	NA	2	NA
630	H181	2008	US	Minnesota	2	NA	3	1	NA	2	NA
631	H216	2008	US	Minnesota	2	NA	3	1	NA	2	NA
632	F675	2008	US	North Carolina	2	NA	3	1	NA	2	NA
633	F676	2008	US	North Carolina	2	NA	3	1	NA	1	NA
634	F677	2008	US	North Carolina	2	NA	3	1	NA	2	NA
635	F678	2008	US	North Carolina	2	NA	3	1	NA	2	NA
636	F679	2008	US	North Carolina	2	NA	3	1	NA	2	NA
637	F680	2008	US	North Carolina	2	NA	3	1	NA	2	NA
638	F681	2008	US	North Carolina	2	NA	3	1	NA	2	NA
639	F682	2008	US	North Carolina	2	NA	3	1	NA	2	NA
640	F683	2008	US	North Carolina	2	NA	3	1	NA	2	NA
641	F684	2008	US	North Carolina	2	NA	3	1	NA	2	NA
642	F685	2008	US	North Carolina	2	NA	3	1	NA	1	NA
643	F656	2008	US	St. Croix	2	NA	3	1	NA	2	NA
644	F687	2008	US	Virginia	2	NA	3	1	NA	1	NA
645	G035	2009	US	California	2	NA	3	1	NA	2	NA
646	H320	2009	US	Florida	2	NA	3	1	NA	2	NA
647	F925	2009	US	Georgia	2	NA	3	1	NA	2	NA
648	F926	2009	US	Georgia	2	NA	3	1	NA	2	NA
649	F930	2009	US	Georgia	2	NA	3	1	NA	2	NA
650	F936	2009	US	Georgia	2	NA	3	1	NA	2	NA
651	F944	2009	US	Georgia	2	NA	3	1	NA	1	NA
652	H110	2009	US	Georgia	2	NA	3	1	NA	1	NA
653	H114	2009	US	Georgia	2	NA	3	1	NA	1	NA
654	H118	2009	US	Georgia	2	NA	3	1	NA	1	NA
655	H128	2009	US	Georgia	2	NA	3	1	NA	2	NA
656	H130	2009	US	Georgia	2	NA	3	1	NA	2	NA
657	H049	2009	US	Massachusetts	2	NA	3	1	NA	2	NA
658	H057	2009	US	Massachusetts	2	NA	3	1	NA	2	NA
659	H069	2009	US	Massachusetts	2	NA	3	1	NA	2	NA
660	H099	2009	US	Massachusetts	2	NA	3	1	NA	2	NA
661	H322	2009	US	New York	2	NA	3	1	NA	2	NA
